% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.848285157e+06 +8.848285157e+06 +8.848361427e+06 +8.848361427e+06 +1.5391e+00 +6.4742e-01 -2.5259e+00 -1.1833e+00 -2.2943e+00
2 +6.007397140e+06 +6.007397140e+06 +6.007473410e+06 +6.007473410e+06 +2.3772e-01 +2.1491e-01 -4.7035e+00 -3.3251e+00 -1.7289e+00
4 +3.682672815e+06 +3.682672815e+06 +3.682749085e+06 +3.682749085e+06 +2.7746e+00 -1.3206e+00 -2.4449e+00 -3.6583e-01 -9.0902e-01
12 +2.141521495e+06 +2.141521495e+06 +2.141597765e+06 +2.141597765e+06 +3.4433e+00 -7.7423e-01 +4.1823e-01 -1.3785e-01 -2.6741e+00
13 +1.300084714e+05 +1.300084714e+05 +1.300847414e+05 +1.300847414e+05 +2.1547e+00 -4.5961e-01 -8.4637e-01 -4.2176e+00 -1.6314e+00
21 +6.832011687e+04 +6.832011687e+04 +6.839638687e+04 +6.839638687e+04 +4.4732e+00 -1.9321e+00 +9.7098e-01 -1.0307e+00 -1.1181e+00
38 +4.063887646e+04 +4.063887646e+04 +4.071514646e+04 +4.071514646e+04 +5.4756e-01 -2.0757e+00 +3.3157e+00 +1.6564e+00 -5.8716e-01
47 +8.579774874e+01 +8.579774874e+01 +1.620677487e+02 +1.620677487e+02 +5.0075e-01 -1.0682e+00 +2.6897e+00 -1.0665e+00 -1.1986e+00
158 +4.708850566e+01 +4.708850566e+01 +1.233585057e+02 +1.233585057e+02 +2.8317e+00 -4.8869e-01 +1.4490e+00 -3.6517e+00 -9.5289e-01
750 +3.850763533e+01 +3.850763533e+01 +1.147776353e+02 +1.147776353e+02 +2.7671e+00 -7.4266e-01 +1.1251e+00 -3.1990e+00 -2.0428e+00
804 +2.399762470e+01 +2.399762470e+01 +1.002676247e+02 +1.002676247e+02 +1.4134e+00 -1.2413e+00 +7.3163e-01 -1.8732e+00 -4.0149e+00
1178 +1.404196065e+01 +1.404196065e+01 +9.031196065e+01 +9.031196065e+01 -1.0743e-01 -1.7652e+00 +3.8430e-01 -7.1105e-01 -4.2555e+00
