% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.895300451e+01 +2.895300451e+01 -2.339699549e+01 -2.339699549e+01 +1.6509e+00 -2.2589e+00 -3.1579e+00 -3.5696e+00 -4.0084e+00
3 +1.137857400e+01 +1.137857400e+01 -4.097142600e+01 -4.097142600e+01 -1.3121e+00 -1.8127e+00 +4.0466e+00 -1.5609e+00 -4.6132e+00
4 +9.931553838e+00 +9.931553838e+00 -4.241844616e+01 -4.241844616e+01 +3.8337e+00 -3.1603e+00 +1.0947e+00 -3.8476e+00 +1.1254e+00
17 +4.763543491e+00 +4.763543491e+00 -4.758645651e+01 -4.758645651e+01 -3.1333e+00 +2.8629e+00 +2.6890e+00 -1.6295e+00 -1.8293e+00
74 +3.472006642e+00 +3.472006642e+00 -4.887799336e+01 -4.887799336e+01 -2.8450e+00 -1.3761e+00 +1.9198e+00 -2.8532e+00 -8.7955e-01
104 +1.798322533e+00 +1.798322533e+00 -5.055167747e+01 -5.055167747e+01 -1.0159e+00 -2.9029e+00 +1.6496e+00 -2.7769e+00 -1.6629e+00
132 +1.243505570e+00 +1.243505570e+00 -5.110649443e+01 -5.110649443e+01 -1.5786e+00 -1.0264e+00 +3.2712e+00 -3.0155e+00 -1.8133e+00
215 +8.213211322e-01 +8.213211322e-01 -5.152867887e+01 -5.152867887e+01 -1.6561e+00 -1.2813e+00 +2.4362e+00 -1.8748e+00 -1.5312e+00
263 +4.693925276e-01 +4.693925276e-01 -5.188060747e+01 -5.188060747e+01 -5.8456e-01 -1.6210e+00 +2.7640e+00 -2.7292e+00 -1.4403e+00
309 +2.999182358e-01 +2.999182358e-01 -5.205008176e+01 -5.205008176e+01 -9.7876e-01 -1.4499e+00 +2.8806e+00 -2.1809e+00 -1.1578e+00
323 +9.464077293e-02 +9.464077293e-02 -5.225535923e+01 -5.225535923e+01 -8.6894e-01 -1.4462e+00 +2.7647e+00 -2.2467e+00 -1.5376e+00
444 +3.807658426e-02 +3.807658426e-02 -5.231192342e+01 -5.231192342e+01 -8.6920e-01 -1.2966e+00 +2.7873e+00 -2.2708e+00 -1.5066e+00
528 +1.452549986e-02 +1.452549986e-02 -5.233547450e+01 -5.233547450e+01 -9.7252e-01 -1.2961e+00 +2.5709e+00 -2.5543e+00 -1.6085e+00
584 +6.809993855e-03 +6.809993855e-03 -5.234319001e+01 -5.234319001e+01 -8.7682e-01 -1.2546e+00 +2.5890e+00 -2.3833e+00 -1.5131e+00
621 +5.983812517e-03 +5.983812517e-03 -5.234401619e+01 -5.234401619e+01 -8.6145e-01 -1.2080e+00 +2.4827e+00 -2.4003e+00 -1.4902e+00
746 +3.563233222e-03 +3.563233222e-03 -5.234643677e+01 -5.234643677e+01 -8.4535e-01 -1.2362e+00 +2.5521e+00 -2.3322e+00 -1.5462e+00
842 +2.372649814e-03 +2.372649814e-03 -5.234762735e+01 -5.234762735e+01 -8.9812e-01 -1.2831e+00 +2.6095e+00 -2.4148e+00 -1.5829e+00
868 +1.363034887e-03 +1.363034887e-03 -5.234863697e+01 -5.234863697e+01 -8.8630e-01 -1.2730e+00 +2.5934e+00 -2.3757e+00 -1.5571e+00
917 +9.476859684e-04 +9.476859684e-04 -5.234905231e+01 -5.234905231e+01 -8.9510e-01 -1.2693e+00 +2.5744e+00 -2.3918e+00 -1.5113e+00
921 +5.219641656e-04 +5.219641656e-04 -5.234947804e+01 -5.234947804e+01 -8.7745e-01 -1.2694e+00 +2.6037e+00 -2.3611e+00 -1.5607e+00
938 +2.515422153e-04 +2.515422153e-04 -5.234974846e+01 -5.234974846e+01 -8.7725e-01 -1.2610e+00 +2.5779e+00 -2.3606e+00 -1.5313e+00
1001 +1.920945282e-04 +1.920945282e-04 -5.234980791e+01 -5.234980791e+01 -8.6650e-01 -1.2509e+00 +2.5657e+00 -2.3435e+00 -1.5283e+00
1012 +1.299244612e-04 +1.299244612e-04 -5.234987008e+01 -5.234987008e+01 -8.7566e-01 -1.2545e+00 +2.5641e+00 -2.3680e+00 -1.5472e+00
1116 +6.171704047e-05 +6.171704047e-05 -5.234993828e+01 -5.234993828e+01 -8.7719e-01 -1.2548e+00 +2.5600e+00 -2.3628e+00 -1.5346e+00
1232 +1.839781392e-05 +1.839781392e-05 -5.234998160e+01 -5.234998160e+01 -8.7810e-01 -1.2492e+00 +2.5422e+00 -2.3676e+00 -1.5226e+00
1353 +1.566663065e-05 +1.566663065e-05 -5.234998433e+01 -5.234998433e+01 -8.8017e-01 -1.2534e+00 +2.5515e+00 -2.3707e+00 -1.5290e+00
1403 +7.045211341e-06 +7.045211341e-06 -5.234999295e+01 -5.234999295e+01 -8.7943e-01 -1.2506e+00 +2.5448e+00 -2.3709e+00 -1.5249e+00
1461 +5.576166487e-06 +5.576166487e-06 -5.234999442e+01 -5.234999442e+01 -8.7648e-01 -1.2492e+00 +2.5456e+00 -2.3666e+00 -1.5266e+00
1540 +3.335984630e-06 +3.335984630e-06 -5.234999666e+01 -5.234999666e+01 -8.7575e-01 -1.2490e+00 +2.5463e+00 -2.3652e+00 -1.5275e+00
1581 +2.122617254e-06 +2.122617254e-06 -5.234999788e+01 -5.234999788e+01 -8.7711e-01 -1.2495e+00 +2.5453e+00 -2.3669e+00 -1.5254e+00
1613 +1.574549117e-06 +1.574549117e-06 -5.234999843e+01 -5.234999843e+01 -8.7561e-01 -1.2494e+00 +2.5473e+00 -2.3638e+00 -1.5263e+00
1667 +8.251264063e-07 +8.251264063e-07 -5.234999917e+01 -5.234999917e+01 -8.7501e-01 -1.2486e+00 +2.5459e+00 -2.3630e+00 -1.5258e+00
1709 +6.149263214e-07 +6.149263214e-07 -5.234999939e+01 -5.234999939e+01 -8.7503e-01 -1.2483e+00 +2.5452e+00 -2.3633e+00 -1.5255e+00
1782 +3.681163605e-07 +3.681163605e-07 -5.234999963e+01 -5.234999963e+01 -8.7411e-01 -1.2475e+00 +2.5443e+00 -2.3617e+00 -1.5250e+00
1801 +2.097114518e-07 +2.097114518e-07 -5.234999979e+01 -5.234999979e+01 -8.7432e-01 -1.2472e+00 +2.5431e+00 -2.3626e+00 -1.5246e+00
1857 +1.324076919e-07 +1.324076919e-07 -5.234999987e+01 -5.234999987e+01 -8.7390e-01 -1.2469e+00 +2.5430e+00 -2.3619e+00 -1.5246e+00
1881 +8.610683011e-08 +8.610683011e-08 -5.234999991e+01 -5.234999991e+01 -8.7329e-01 -1.2463e+00 +2.5424e+00 -2.3611e+00 -1.5247e+00
2008 +6.106829176e-08 +6.106829176e-08 -5.234999994e+01 -5.234999994e+01 -8.7339e-01 -1.2462e+00 +2.5419e+00 -2.3613e+00 -1.5243e+00
2144 +3.966042073e-08 +3.966042073e-08 -5.234999996e+01 -5.234999996e+01 -8.7287e-01 -1.2460e+00 +2.5422e+00 -2.3604e+00 -1.5245e+00
2219 +2.405424482e-08 +2.405424482e-08 -5.234999998e+01 -5.234999998e+01 -8.7306e-01 -1.2459e+00 +2.5414e+00 -2.3608e+00 -1.5240e+00
2228 +1.341083333e-08 +1.341083333e-08 -5.234999999e+01 -5.234999999e+01 -8.7282e-01 -1.2456e+00 +2.5411e+00 -2.3605e+00 -1.5238e+00
2265 +6.114539985e-09 +6.114539985e-09 -5.234999999e+01 -5.234999999e+01 -8.7255e-01 -1.2453e+00 +2.5405e+00 -2.3601e+00 -1.5234e+00
2318 +2.734864779e-09 +2.734864779e-09 -5.235000000e+01 -5.235000000e+01 -8.7239e-01 -1.2452e+00 +2.5405e+00 -2.3598e+00 -1.5235e+00
2356 +9.291341030e-10 +9.291341030e-10 -5.235000000e+01 -5.235000000e+01 -8.7206e-01 -1.2449e+00 +2.5402e+00 -2.3592e+00 -1.5233e+00
2461 +2.889564144e-10 +2.889564144e-10 -5.235000000e+01 -5.235000000e+01 -8.7188e-01 -1.2447e+00 +2.5399e+00 -2.3590e+00 -1.5232e+00
2532 +2.062847670e-10 +2.062847670e-10 -5.235000000e+01 -5.235000000e+01 -8.7184e-01 -1.2446e+00 +2.5397e+00 -2.3590e+00 -1.5230e+00
2661 +1.169979669e-10 +1.169979669e-10 -5.235000000e+01 -5.235000000e+01 -8.7187e-01 -1.2446e+00 +2.5397e+00 -2.3590e+00 -1.5231e+00
2668 +9.161027492e-11 +9.161027492e-11 -5.235000000e+01 -5.235000000e+01 -8.7203e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
2695 +5.036326911e-11 +5.036326911e-11 -5.235000000e+01 -5.235000000e+01 -8.7208e-01 -1.2449e+00 +2.5401e+00 -2.3593e+00 -1.5233e+00
2701 +3.290523409e-11 +3.290523409e-11 -5.235000000e+01 -5.235000000e+01 -8.7209e-01 -1.2449e+00 +2.5401e+00 -2.3593e+00 -1.5232e+00
2825 +1.646327519e-11 +1.646327519e-11 -5.235000000e+01 -5.235000000e+01 -8.7205e-01 -1.2448e+00 +2.5401e+00 -2.3593e+00 -1.5232e+00
2848 +1.155342488e-11 +1.155342488e-11 -5.235000000e+01 -5.235000000e+01 -8.7205e-01 -1.2448e+00 +2.5400e+00 -2.3593e+00 -1.5232e+00
2849 +7.929656931e-12 +7.929656931e-12 -5.235000000e+01 -5.235000000e+01 -8.7207e-01 -1.2449e+00 +2.5401e+00 -2.3593e+00 -1.5232e+00
2950 +5.563549621e-12 +5.563549621e-12 -5.235000000e+01 -5.235000000e+01 -8.7205e-01 -1.2449e+00 +2.5401e+00 -2.3593e+00 -1.5233e+00
2961 +1.968203378e-12 +1.968203378e-12 -5.235000000e+01 -5.235000000e+01 -8.7201e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
3117 +1.293187779e-12 +1.293187779e-12 -5.235000000e+01 -5.235000000e+01 -8.7203e-01 -1.2448e+00 +2.5401e+00 -2.3592e+00 -1.5232e+00
3210 +8.810729923e-13 +8.810729923e-13 -5.235000000e+01 -5.235000000e+01 -8.7202e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
3256 +5.400124792e-13 +5.400124792e-13 -5.235000000e+01 -5.235000000e+01 -8.7202e-01 -1.2448e+00 +2.5401e+00 -2.3592e+00 -1.5232e+00
3284 +3.623767952e-13 +3.623767952e-13 -5.235000000e+01 -5.235000000e+01 -8.7201e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
3303 +1.421085472e-13 +1.421085472e-13 -5.235000000e+01 -5.235000000e+01 -8.7201e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
3365 +9.947598301e-14 +9.947598301e-14 -5.235000000e+01 -5.235000000e+01 -8.7200e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
3391 +5.684341886e-14 +5.684341886e-14 -5.235000000e+01 -5.235000000e+01 -8.7200e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
3491 +2.842170943e-14 +2.842170943e-14 -5.235000000e+01 -5.235000000e+01 -8.7199e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
3522 +2.131628207e-14 +2.131628207e-14 -5.235000000e+01 -5.235000000e+01 -8.7200e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
3566 +1.421085472e-14 +1.421085472e-14 -5.235000000e+01 -5.235000000e+01 -8.7200e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
3685 +7.105427358e-15 +7.105427358e-15 -5.235000000e+01 -5.235000000e+01 -8.7200e-01 -1.2448e+00 +2.5400e+00 -2.3592e+00 -1.5232e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.233316333e+02 +2.233316333e+02 +4.379163326e+01 +4.379163326e+01 -1.6450e+00 +3.0908e+00 +3.6767e+00 -2.9476e+00 -4.4167e+00
3 +6.119947318e+01 +6.119947318e+01 -1.183405268e+02 -1.183405268e+02 +5.1063e-01 -1.3277e+00 +4.4340e+00 -1.4658e+00 +3.1196e+00
4 +3.553014606e+01 +3.553014606e+01 -1.440098539e+02 -1.440098539e+02 -1.4888e+00 +4.2542e+00 -3.3573e+00 -8.6440e-02 -3.5897e+00
8 +1.327314193e+01 +1.327314193e+01 -1.662668581e+02 -1.662668581e+02 +1.0037e+00 +1.2856e+00 -4.1456e-01 +2.9329e+00 -1.3412e+00
19 +9.272557875e+00 +9.272557875e+00 -1.702674421e+02 -1.702674421e+02 +8.2271e-01 +1.8828e+00 -1.3146e+00 +1.0996e+00 +3.1386e-01
36 +6.271809031e+00 +6.271809031e+00 -1.732681910e+02 -1.732681910e+02 +9.8332e-01 +3.0497e+00 -2.9899e+00 +3.7415e+00 +4.3750e-01
227 +2.328189386e+00 +2.328189386e+00 -1.772118106e+02 -1.772118106e+02 +6.7473e-01 +1.5543e+00 -5.0249e+00 +2.4985e+00 +2.4199e+00
246 +9.410413942e-01 +9.410413942e-01 -1.785989586e+02 -1.785989586e+02 +5.1521e-01 +3.8797e-01 -2.4596e+00 +2.0933e+00 +3.6048e+00
307 +2.751888175e-01 +2.751888175e-01 -1.792648112e+02 -1.792648112e+02 +8.4831e-01 +4.6344e-01 -3.8727e+00 +2.0637e+00 +3.9617e+00
379 +1.269940186e-01 +1.269940186e-01 -1.794130060e+02 -1.794130060e+02 +9.2037e-01 +5.6092e-01 -3.5967e+00 +2.0194e+00 +3.7587e+00
503 +6.966556944e-02 +6.966556944e-02 -1.794703344e+02 -1.794703344e+02 +4.4253e-01 +4.4079e-01 -3.5030e+00 +2.1857e+00 +3.8522e+00
618 +3.815677169e-02 +3.815677169e-02 -1.795018432e+02 -1.795018432e+02 +5.1435e-01 +4.7430e-01 -3.4717e+00 +2.3440e+00 +3.8637e+00
629 +9.370736356e-03 +9.370736356e-03 -1.795306293e+02 -1.795306293e+02 +6.4507e-01 +5.0433e-01 -3.4301e+00 +2.3336e+00 +3.8406e+00
731 +5.802587274e-03 +5.802587274e-03 -1.795341974e+02 -1.795341974e+02 +6.7376e-01 +4.8495e-01 -3.4494e+00 +2.2737e+00 +3.8252e+00
852 +3.581053731e-03 +3.581053731e-03 -1.795364189e+02 -1.795364189e+02 +7.0321e-01 +5.7322e-01 -3.4361e+00 +2.4483e+00 +3.8963e+00
860 +1.368405334e-03 +1.368405334e-03 -1.795386316e+02 -1.795386316e+02 +7.4691e-01 +5.3185e-01 -3.4588e+00 +2.3738e+00 +3.8708e+00
